article_id,category
809,ent
810,economy
811,sports
812,ent
813,sports
814,ent
815,tech
816,life
817,ent
818,ent
819,tech
820,tech
821,tech
822,sports
823,ent
824,life
825,sports
826,sports
827,tech
828,economy
829,ent
830,life
831,sports
832,ent
833,ent
834,sports
835,sports
836,ent
837,sports
838,sports
839,sports
840,life
841,ent
842,tech
843,ent
844,ent
845,ent
846,life
847,ent
848,ent
849,ent
850,economy
851,sports
852,ent
853,sports
854,tech
855,tech
856,life
857,ent
858,ent
859,ent
860,tech
861,economy
862,economy
863,sports
864,sports
865,sports
866,sports
867,sports
868,ent
869,ent
870,ent
871,life
872,life
873,tech
874,tech
875,ent
876,ent
877,ent
878,ent
879,economy
880,ent
881,life
882,economy
883,ent
884,tech
885,tech
886,sports
887,ent
888,sports
889,sports
890,economy
891,ent
892,tech
893,ent
894,life
895,ent
896,tech
897,ent
898,tech
899,tech
900,ent
901,ent
902,life
903,life
904,tech
905,sports
906,ent
907,sports
908,economy
909,ent
910,ent
911,life
912,economy
913,economy
914,life
915,sports
916,ent
917,life
918,life
919,ent
920,ent
921,sports
922,ent
923,ent
924,ent
925,economy
926,ent
927,tech
928,sports
929,sports
930,tech
931,economy
932,tech
933,tech
934,tech
935,tech
936,economy
937,sports
938,economy
939,sports
940,life
941,sports
942,ent
943,sports
944,sports
945,sports
946,sports
947,life
948,ent
949,life
950,tech
951,ent
952,ent
953,life
954,tech
955,ent
956,sports
957,ent
958,economy
959,ent
960,sports
961,sports
962,sports
963,ent
964,economy
965,tech
966,economy
967,life
968,tech
969,ent
970,ent
971,economy
972,economy
973,life
974,ent
975,ent
976,tech
977,tech
978,sports
979,sports
980,tech
981,sports
982,tech
983,life
984,ent
985,ent
986,life
987,sports
988,ent
989,sports
990,economy
991,ent
992,economy
993,ent
994,ent
995,ent
996,sports
997,tech
998,sports
999,tech
1000,ent
1001,sports
1002,sports
1003,tech
1004,economy
1005,tech
1006,ent
1007,life
1008,tech
1009,life
1010,ent
1011,ent
1012,economy
1013,sports
1014,tech
1015,ent
1016,sports
1017,ent
1018,sports
1019,ent
1020,life
1021,ent
1022,sports
1023,ent
1024,ent
1025,sports
1026,ent
1027,sports
1028,ent
1029,economy
1030,tech
1031,tech
1032,ent
1033,sports
1034,ent
1035,sports
1036,tech
1037,ent
1038,ent
1039,tech
1040,sports
1041,ent
1042,life
1043,ent
1044,tech
1045,ent
1046,life
1047,tech
1048,ent
1049,life
1050,ent
1051,tech
1052,economy
1053,ent
1054,sports
1055,ent
1056,sports
1057,sports
1058,sports
1059,tech
1060,life
1061,sports
1062,economy
1063,ent
1064,life
1065,tech
1066,life
1067,tech
1068,ent
1069,ent
1070,sports
1071,ent
1072,sports
1073,sports
1074,economy
1075,economy
1076,ent
1077,economy
1078,ent
1079,ent
1080,sports
1081,ent
1082,ent
1083,ent
1084,ent
1085,ent
1086,sports
1087,tech
1088,ent
1089,ent
1090,ent
1091,ent
1092,sports
1093,sports
1094,economy
1095,tech
1096,life
1097,life
1098,ent
1099,ent
1100,sports
1101,sports
1102,sports
1103,sports
1104,life
1105,sports
1106,life
1107,life
1108,sports
1109,ent
1110,ent
1111,sports
1112,tech
1113,life
1114,ent
1115,ent
1116,tech
1117,sports
1118,tech
1119,ent
1120,ent
1121,ent
1122,ent
1123,sports
1124,ent
1125,sports
1126,tech
1127,ent
1128,tech
1129,ent
1130,economy
1131,ent
1132,tech
1133,ent
1134,sports
1135,life
1136,ent
1137,tech
1138,economy
1139,ent
1140,ent
1141,tech
1142,life
1143,ent
1144,tech
1145,tech
1146,sports
1147,tech
1148,ent
1149,sports
1150,life
1151,tech
1152,ent
1153,economy
1154,ent
1155,ent
1156,ent
1157,ent
1158,sports
1159,ent
1160,tech
1161,tech
1162,sports
1163,ent
1164,life
1165,ent
1166,sports
1167,ent
1168,life
1169,ent
1170,life
1171,life
1172,life
1173,tech
1174,economy
1175,life
1176,ent
1177,tech
1178,ent
1179,sports
1180,sports
1181,life
1182,ent
1183,sports
1184,economy
1185,economy
1186,ent
1187,sports
1188,economy
1189,life
1190,life
1191,ent
1192,ent
1193,economy
1194,sports
1195,economy
1196,tech
1197,ent
1198,tech
1199,ent
1200,life
1201,sports
1202,tech
1203,ent
1204,sports
1205,ent
1206,economy
1207,life
1208,tech
1209,economy
1210,ent
1211,life
1212,ent
1213,economy
1214,ent
1215,tech
1216,sports
1217,sports
1218,ent
1219,sports
1220,ent
1221,life
1222,tech
1223,life
1224,sports
1225,economy
1226,sports
1227,life
1228,ent
1229,ent
1230,sports
1231,sports
1232,tech
1233,ent
1234,economy
1235,ent
1236,ent
1237,life
1238,tech
1239,life
1240,sports
1241,tech
1242,economy
1243,economy
1244,ent
1245,ent
1246,ent
1247,economy
1248,tech
1249,economy
1250,ent
1251,tech
1252,ent
1253,tech
1254,sports
1255,economy
1256,ent
1257,ent
1258,sports
1259,sports
1260,ent
1261,sports
1262,ent
1263,life
1264,sports
1265,sports
1266,sports
1267,tech
1268,ent
1269,economy
1270,life
1271,sports
1272,ent
1273,ent
1274,life
1275,ent
1276,ent
1277,life
1278,tech
1279,sports
1280,ent
1281,sports
1282,tech
1283,ent
1284,ent
1285,life
1286,tech
1287,sports
1288,life
1289,economy
1290,life
1291,ent
1292,sports
1293,economy
1294,sports
1295,ent
1296,economy
1297,economy
1298,ent
1299,sports
1300,economy
1301,economy
1302,sports
1303,ent
1304,ent
1305,tech
1306,tech
1307,economy
1308,sports
1309,ent
1310,sports
1311,sports
1312,sports
1313,ent
1314,ent
1315,life
1316,sports
1317,tech
1318,economy
1319,tech
1320,ent
1321,ent
1322,economy
1323,sports
1324,ent
1325,economy
1326,ent
1327,ent
1328,life
1329,sports
1330,ent
1331,ent
1332,life
1333,life
1334,ent
1335,sports
1336,economy
1337,ent
1338,sports
1339,ent
1340,ent
1341,economy
1342,ent
1343,sports
1344,ent
1345,sports
1346,life
1347,sports
1348,sports
1349,sports
1350,tech
1351,economy
1352,ent
1353,ent
1354,sports
1355,tech
1356,ent
1357,sports
1358,economy
1359,sports
1360,economy
1361,ent
1362,economy
1363,tech
1364,life
1365,economy
1366,sports
1367,economy
1368,tech
1369,sports
1370,sports
1371,ent
1372,economy
1373,sports
1374,ent
1375,sports
1376,life
1377,ent
1378,sports
1379,life
1380,life
1381,ent
1382,ent
1383,sports
1384,ent
1385,sports
1386,sports
1387,tech
1388,economy
1389,tech
1390,economy
1391,sports
1392,ent
1393,tech
1394,economy
1395,ent
1396,ent
1397,economy
1398,ent
1399,tech
1400,ent
1401,sports
1402,ent
1403,sports
1404,tech
1405,ent
1406,ent
1407,ent
1408,ent
1409,sports
1410,ent
1411,sports
1412,economy
1413,tech
1414,ent
1415,tech
1416,life
1417,economy
1418,economy
1419,sports
1420,ent
1421,life
1422,life
1423,ent
1424,ent
1425,ent
1426,sports
1427,life
1428,ent
1429,economy
1430,tech
1431,sports
1432,economy
1433,sports
1434,ent
1435,sports
1436,ent
1437,economy
1438,ent
1439,tech
1440,sports
1441,life
1442,economy
1443,economy
1444,ent
1445,sports
1446,economy
1447,economy
1448,economy
1449,ent
1450,ent
1451,ent
1452,ent
1453,tech
1454,sports
1455,sports
1456,ent
1457,tech
1458,ent
1459,ent
1460,tech
1461,economy
1462,ent
1463,ent
1464,sports
1465,economy
1466,ent
1467,sports
1468,sports
1469,sports
1470,economy
1471,tech
1472,ent
1473,ent
1474,ent
1475,ent
1476,ent
1477,ent
1478,tech
1479,tech
1480,economy
1481,sports
1482,economy
1483,sports
1484,economy
1485,ent
1486,tech
1487,ent
1488,ent
1489,sports
1490,ent
1491,life
1492,economy
1493,tech
1494,life
1495,sports
1496,tech
1497,life
1498,ent
1499,ent
1500,sports
1501,economy
1502,tech
1503,ent
1504,tech
1505,economy
1506,sports
1507,economy
1508,tech
1509,ent
1510,sports
1511,economy
1512,sports
1513,ent
1514,tech
1515,ent
1516,ent
1517,tech
1518,economy
1519,sports
1520,sports
1521,ent
1522,ent
1523,life
1524,ent
1525,ent
1526,tech
1527,tech
1528,economy
1529,ent
1530,ent
1531,life
1532,economy
1533,tech
1534,sports
1535,tech
1536,life
1537,sports
1538,ent
1539,ent
1540,economy
1541,ent
1542,ent
1543,economy
1544,economy
1545,sports
1546,life
1547,ent
1548,sports
1549,economy
1550,economy
1551,economy
1552,economy
1553,tech
1554,tech
1555,life
1556,life
1557,sports
1558,economy
1559,sports
1560,economy
1561,ent
1562,sports
1563,life
1564,economy
1565,ent
1566,sports
1567,sports
1568,tech
1569,ent
1570,economy
1571,economy
1572,sports
1573,ent
1574,tech
1575,tech
1576,sports
1577,ent
1578,economy
1579,sports
1580,ent
1581,sports
1582,sports
1583,tech
1584,life
1585,economy
1586,ent
1587,ent
1588,ent
1589,economy
1590,sports
1591,life
1592,sports
1593,ent
1594,sports
1595,sports
1596,ent
1597,sports
1598,ent
1599,ent
1600,sports
1601,tech
1602,tech
1603,ent
1604,sports
1605,tech
1606,life
1607,tech
1608,sports
1609,tech
1610,economy
1611,ent
1612,ent
1613,life
1614,life
1615,sports
1616,economy
1617,ent
1618,economy
1619,sports
1620,ent
1621,sports
1622,sports
1623,life
1624,tech
1625,ent
1626,ent
1627,ent
1628,ent
1629,sports
1630,sports
1631,ent
1632,life
1633,tech
1634,ent
1635,economy
1636,ent
1637,economy
1638,sports
1639,ent
1640,sports
1641,life
1642,economy
1643,economy
1644,tech
1645,tech
1646,tech
1647,ent
1648,ent
1649,tech
1650,life
1651,sports
1652,life
1653,economy
1654,ent
1655,life
1656,tech
1657,sports
1658,economy
1659,sports
1660,economy
1661,sports
1662,sports
1663,economy
1664,ent
1665,ent
1666,ent
1667,sports
1668,sports
1669,sports
1670,sports
1671,ent
1672,tech
1673,economy
1674,economy
1675,ent
1676,economy
1677,sports
1678,tech
1679,ent
1680,economy
1681,life
1682,tech
1683,tech
1684,ent
1685,sports
1686,ent
1687,sports
1688,economy
1689,economy
1690,life
1691,life
1692,ent
1693,life
1694,tech
1695,economy
1696,ent
1697,ent
1698,sports
1699,ent
1700,ent
1701,ent
1702,sports
1703,economy
1704,ent
1705,tech
1706,ent
1707,sports
1708,sports
1709,sports
1710,ent
1711,economy
1712,ent
1713,ent
1714,sports
1715,ent
1716,life
1717,sports
1718,ent
1719,tech
1720,economy
1721,sports
1722,life
1723,sports
1724,ent
1725,tech
1726,life
1727,ent
1728,ent
1729,economy
1730,economy
1731,ent
1732,life
1733,ent
1734,tech
1735,tech
1736,ent
1737,sports
1738,ent
1739,economy
1740,sports
1741,tech
1742,sports
1743,sports
1744,ent
1745,ent
1746,sports
1747,life
1748,tech
1749,sports
1750,life
1751,ent
1752,life
1753,ent
1754,ent
1755,tech
1756,sports
1757,tech
1758,economy
1759,ent
1760,ent
1761,sports
1762,sports
1763,sports
1764,ent
1765,ent
1766,sports
1767,ent
1768,sports
1769,ent
1770,tech
1771,economy
1772,ent
1773,tech
1774,sports
1775,sports
1776,ent
1777,sports
1778,tech
1779,ent
1780,economy
1781,ent
1782,sports
1783,sports
1784,ent
1785,ent
1786,sports
1787,sports
1788,life
1789,economy
1790,tech
1791,life
1792,ent
1793,tech
1794,life
1795,sports
1796,economy
1797,ent
1798,ent
1799,ent
1800,ent
1801,sports
1802,economy
1803,ent
1804,ent
1805,ent
1806,life
1807,tech
1808,ent
1809,tech
1810,tech
1811,tech
1812,tech
1813,sports
1814,ent
1815,tech
1816,tech
1817,ent
1818,sports
1819,sports
1820,sports
1821,economy
1822,ent
1823,sports
1824,ent
1825,ent
1826,sports
1827,sports
1828,sports
1829,ent
1830,sports
1831,ent
1832,ent
1833,tech
1834,economy
1835,sports
1836,economy
1837,ent
1838,ent
1839,sports
1840,tech
1841,economy
1842,tech
1843,life
1844,ent
1845,life
1846,economy
1847,sports
1848,sports
1849,sports
1850,ent
1851,ent
1852,ent
1853,ent
1854,ent
1855,ent
1856,life
1857,ent
1858,life
1859,sports
1860,ent
1861,ent
1862,ent
1863,sports
1864,ent
1865,tech
1866,sports
1867,sports
1868,sports
1869,economy
1870,life
1871,sports
1872,ent
1873,life
1874,life
1875,tech
1876,tech
1877,sports
1878,sports
1879,sports
1880,economy
1881,tech
1882,sports
1883,sports
1884,tech
1885,ent
1886,economy
1887,tech
1888,ent
1889,ent
1890,ent
1891,ent
1892,sports
1893,economy
1894,sports
1895,economy
1896,ent
1897,tech
1898,sports
1899,economy
1900,ent
1901,tech
1902,sports
1903,life
1904,sports
1905,tech
1906,sports
1907,ent
1908,economy
1909,ent
1910,tech
1911,ent
1912,tech
1913,sports
1914,sports
1915,economy
1916,economy
1917,economy
1918,economy
1919,sports
1920,tech
1921,ent
1922,ent
1923,economy
1924,sports
1925,life
1926,life
1927,tech
1928,sports
1929,tech
1930,ent
1931,ent
1932,tech
1933,tech
1934,ent
1935,tech
1936,tech
1937,ent
1938,ent
1939,tech
1940,ent
1941,ent
1942,sports
1943,tech
1944,tech
1945,economy
1946,tech
1947,economy
1948,economy
1949,ent
1950,sports
1951,sports
1952,ent
1953,sports
1954,ent
1955,ent
1956,sports
1957,ent
1958,ent
1959,tech
1960,tech
1961,economy
1962,ent
1963,economy
1964,economy
1965,ent
1966,ent
1967,sports
1968,sports
1969,ent
1970,ent
1971,sports
1972,sports
1973,sports
1974,life
1975,ent
1976,tech
1977,sports
1978,tech
1979,economy
1980,economy
1981,economy
1982,economy
1983,economy
1984,ent
1985,sports
1986,tech
1987,sports
1988,ent
1989,life
1990,life
1991,sports
1992,sports
1993,ent
1994,sports
1995,life
1996,ent
1997,ent
1998,tech
1999,sports
2000,life
2001,ent
2002,ent
2003,life
2004,ent
2005,economy
2006,ent
2007,economy
2008,ent
2009,tech
2010,life
2011,ent
2012,sports
2013,economy
2014,life
2015,sports
2016,life
2017,tech
2018,economy
2019,sports
2020,sports
2021,economy
2022,economy
2023,ent
2024,sports
2025,tech
2026,sports
2027,sports
2028,ent
2029,ent
2030,ent
2031,sports
2032,economy
2033,tech
2034,ent
2035,ent
2036,tech
2037,ent
2038,life
2039,economy
2040,life
2041,economy
2042,life
2043,economy
2044,ent
2045,tech
2046,ent
2047,sports
2048,sports
2049,tech
2050,tech
2051,tech
2052,ent
2053,life
2054,tech
2055,sports
2056,ent
2057,ent
2058,ent
2059,economy
2060,ent
2061,sports
2062,economy
2063,sports
2064,tech
2065,ent
2066,sports
2067,life
2068,sports
2069,sports
2070,life
2071,sports
2072,tech
2073,life
2074,ent
2075,tech
2076,economy
2077,life
2078,sports
2079,tech
2080,ent
2081,economy
2082,tech
2083,life
2084,ent
2085,ent
2086,life
2087,economy
2088,ent
2089,sports
2090,life
2091,life
2092,ent
2093,tech
2094,sports
2095,sports
2096,tech
2097,ent
2098,sports
2099,ent
2100,ent
2101,sports
2102,life
2103,sports
2104,economy
2105,ent
2106,tech
2107,economy
2108,life
2109,ent
2110,sports
2111,ent
2112,ent
2113,sports
2114,tech
2115,ent
2116,economy
2117,economy
2118,sports
2119,tech
2120,sports
2121,life
2122,tech
2123,tech
2124,sports
2125,tech
2126,life
2127,ent
2128,sports
2129,tech
2130,sports
2131,sports
2132,economy
2133,tech
2134,ent
2135,sports
2136,sports
2137,ent
2138,ent
2139,economy
2140,tech
2141,life
2142,life
2143,life
2144,ent
2145,sports
2146,ent
2147,economy
2148,life
2149,ent
2150,sports
2151,sports
2152,ent
2153,tech
2154,sports
2155,sports
2156,life
2157,ent
2158,sports
2159,tech
2160,sports
2161,economy
2162,sports
2163,ent
2164,ent
2165,tech
2166,ent
2167,life
2168,ent
2169,tech
2170,life
2171,ent
2172,economy
2173,tech
2174,economy
2175,tech
2176,ent
2177,life
2178,sports
2179,ent
2180,sports
2181,ent
2182,sports
2183,ent
2184,tech
2185,sports
2186,sports
2187,life
2188,life
2189,tech
2190,ent
2191,life
2192,ent
2193,sports
2194,life
2195,ent
2196,ent
2197,sports
2198,sports
2199,sports
2200,tech
2201,tech
2202,life
2203,ent
2204,economy
2205,tech
2206,ent
2207,sports
2208,ent
2209,ent
2210,ent
2211,economy
2212,economy
2213,ent
2214,sports
2215,ent
2216,ent
2217,life
2218,sports
2219,tech
2220,ent
2221,ent
2222,tech
2223,ent
2224,ent
2225,economy
2226,sports
2227,life
2228,life
2229,ent
2230,ent
2231,economy
2232,ent
2233,sports
2234,sports
2235,tech
2236,life
2237,ent
2238,ent
2239,life
2240,ent
2241,ent
2242,ent
2243,ent
2244,ent
2245,ent
2246,ent
2247,tech
2248,ent
2249,tech
2250,economy
2251,sports
2252,life
2253,sports
2254,ent
2255,sports
2256,ent
2257,ent
2258,life
2259,tech
2260,sports
2261,sports
2262,sports
2263,ent
2264,ent
2265,sports
2266,ent
2267,ent
2268,economy
2269,sports
2270,ent
2271,life
2272,tech
2273,sports
2274,ent
2275,economy
2276,economy
2277,sports
2278,economy
2279,ent
2280,ent
2281,tech
2282,ent
2283,sports
2284,tech
2285,ent
2286,life
2287,tech
2288,economy
2289,economy
2290,tech
2291,ent
2292,economy
2293,ent
2294,tech
2295,sports
2296,tech
2297,ent
2298,ent
2299,tech
2300,sports
2301,sports
2302,economy
2303,ent
2304,ent
2305,ent
2306,life
2307,ent
2308,sports
2309,life
2310,tech
2311,economy
2312,sports
2313,tech
2314,life
2315,life
2316,economy
2317,economy
2318,tech
2319,tech
2320,economy
2321,ent
2322,tech
2323,sports
2324,ent
2325,ent
2326,ent
2327,sports
2328,ent
2329,economy
2330,life
2331,ent
2332,ent
2333,ent
2334,tech
2335,ent
2336,ent
2337,ent
2338,ent
2339,economy
2340,economy
2341,ent
2342,sports
2343,economy
2344,life
2345,economy
2346,tech
2347,life
2348,sports
2349,ent
2350,economy
2351,ent
2352,sports
2353,economy
2354,sports
2355,sports
2356,sports
2357,ent
2358,ent
2359,sports
2360,ent
2361,life
2362,sports
2363,tech
2364,life
2365,sports
2366,sports
2367,tech
2368,ent
2369,sports
2370,ent
2371,tech
2372,tech
2373,economy
2374,sports
2375,sports
2376,sports
2377,economy
2378,life
2379,ent
2380,ent
2381,ent
2382,economy
2383,life
2384,ent
2385,sports
2386,life
2387,ent
2388,tech
2389,life
2390,tech
2391,ent
2392,economy
2393,ent
2394,ent
2395,ent
2396,ent
2397,life
2398,economy
2399,ent
2400,sports
2401,economy
2402,ent
2403,ent
2404,sports
2405,tech
2406,ent
2407,tech
2408,economy
2409,sports
2410,ent
2411,sports
2412,sports
2413,ent
2414,tech
2415,sports
2416,ent
2417,ent
2418,ent
2419,life
2420,ent
2421,sports
2422,economy
2423,ent
2424,sports
2425,economy
2426,tech
2427,economy
2428,ent
2429,ent
2430,sports
2431,sports
2432,life
2433,ent
2434,ent
2435,sports
2436,ent
2437,sports
2438,ent
2439,tech
2440,ent
2441,sports
2442,economy
2443,ent
2444,sports
2445,sports
2446,tech
2447,sports
2448,sports
2449,sports
2450,sports
2451,economy
2452,ent
2453,sports
2454,life
2455,economy
2456,sports
2457,tech
2458,sports
2459,sports
2460,ent
2461,ent
2462,ent
2463,economy
2464,sports
2465,life
2466,ent
2467,ent
2468,economy
2469,ent
2470,sports
2471,ent
2472,ent
2473,sports
2474,sports
2475,ent
2476,ent
2477,ent
2478,ent
2479,life
2480,economy
2481,ent
2482,sports
2483,ent
2484,ent
2485,life
2486,ent
2487,tech
2488,tech
2489,economy
2490,sports
2491,ent
2492,tech
2493,tech
2494,sports
2495,ent
2496,ent
2497,ent
2498,ent
2499,sports
2500,tech
2501,economy
2502,economy
2503,economy
2504,economy
2505,sports
2506,tech
2507,ent
2508,life
2509,ent
2510,economy
2511,sports
2512,sports
2513,sports
2514,ent
2515,tech
2516,sports
2517,sports
2518,tech
2519,sports
2520,tech
2521,ent
2522,ent
2523,ent
2524,tech
2525,tech
2526,tech
2527,sports
2528,ent
2529,sports
2530,sports
2531,ent
2532,economy
2533,tech
2534,ent
2535,economy
2536,sports
2537,ent
2538,ent
2539,sports
2540,economy
2541,sports
2542,ent
